Province,District,Facility,TX_CURR ,,,,,,,,,,
Masvingo,Masvingo,Nyikavanhu Rural Health Centre,1019,,,,,,,,,,
Masvingo,Masvingo,PSI Newstart Masvingo,1097,,,,,,,,,,
Masvingo,Masvingo,Renco Mine,384,,,,,,,,,,
Masvingo,Masvingo,Rucors Talitha Cumi,61,,,,,,,,,,
Masvingo,Masvingo,Rujeko,1483,,,,,,,,,,
Masvingo,Masvingo,Rukovo,515,,,,,,,,,,
Masvingo,Masvingo,Runyararo,2183,,,,,,,,,,
Masvingo,Masvingo,Shonganiso,386,,,,,,,,,,
Masvingo,Masvingo,Shumba,807,,,,,,,,,,
Masvingo,Masvingo,Summerton Rural Health Centre,224,,,,,,,,,,
Masvingo,Masvingo,Victoria High School,0,,,,,,,,,,
Masvingo,Masvingo,Wendedzo,306,,,,,,,,,,
Masvingo,Masvingo,ZPS Masvingo Remand Prison,0,,,,,,,,,,
Masvingo,Masvingo,ZPS Mutimurefu  Prison,0,,,,,,,,,,
Masvingo,Masvingo,ZPS Mutimurefu Prison,434,,,,,,,,,,
Masvingo,Masvingo,ZRP Zimuto Provincial Camp,0,,,,,,,,,,
Masvingo,Masvingo,Zano,533,,,,,,,,,,
Masvingo,Masvingo,Zimuto BC,371,,,,,,,,,,
Masvingo,Masvingo,Zimuto Mission,293,,,,,,,,,,
Masvingo,Masvingo,Zvamahande,176,,,,,,,,,,
Masvingo,Mwenezi,Boterere,590,,,,,,,,,,
Masvingo,Mwenezi,Bubye River Ranch,403,,,,,,,,,,
Masvingo,Mwenezi,Chimbudzi Rural Health Centre,571,,,,,,,,,,
Masvingo,Mwenezi,Chingwizi,1235,,,,,,,,,,
Masvingo,Mwenezi,Chirindi Rural Health Centre,1673,,,,,,,,,,
Masvingo,Mwenezi,Chizumba Rural Health Centre,470,,,,,,,,,,
Masvingo,Mwenezi,G and N,30,,,,,,,,,,
Masvingo,Mwenezi,Lundi,1412,,,,,,,,,,
Masvingo,Mwenezi,Maranda,382,,,,,,,,,,
Masvingo,Mwenezi,Maranda Sub Rural Health Centre,596,,,,,,,,,,
Masvingo,Mwenezi,Marinda,332,,,,,,,,,,
Masvingo,Mwenezi,Matibi,1447,,,,,,,,,,
Masvingo,Mwenezi,Mazetese,266,,,,,,,,,,
Masvingo,Mwenezi,Mlelezi,1220,,,,,,,,,,
Masvingo,Mwenezi,Munyamani Rural Health Centre,166,,,,,,,,,,
Masvingo,Mwenezi,Murove,484,,,,,,,,,,
Masvingo,Mwenezi,Mushava,593,,,,,,,,,,
Masvingo,Mwenezi,Mwenezana,162,,,,,,,,,,
Masvingo,Mwenezi,Mwenezi,835,,,,,,,,,,
Masvingo,Mwenezi,Mwenezi EPI Mobile,0,,,,,,,,,,
Masvingo,Mwenezi,Nehanda Rural Health Centre,816,,,,,,,,,,
Masvingo,Mwenezi,Neshuro,1521,,,,,,,,,,
Masvingo,Mwenezi,Rutenga,1959,,,,,,,,,,
Masvingo,Mwenezi,Rutenga NRZ,37,,,,,,,,,,
Masvingo,Mwenezi,ZIMBABWE BIO ENERGY,16,,,,,,,,,,
Masvingo,Zaka,Benzi,125,,,,,,,,,,
Masvingo,Zaka,Bota,1822,,,,,,,,,,
Masvingo,Zaka,Bvukururu,783,,,,,,,,,,
Masvingo,Zaka,Chinyabako,466,,,,,,,,,,
Masvingo,Zaka,Chipinda Rural Health Centre,231,,,,,,,,,,
Masvingo,Zaka,Chiredzana,770,,,,,,,,,,
Masvingo,Zaka,Fube,474,,,,,,,,,,
Masvingo,Zaka,Harava Rural Health Centre,591,,,,,,,,,,
Masvingo,Zaka,Jerera,0,,,,,,,,,,
Masvingo,Zaka,Jerera CeSHHAR Mobile Sister's,0,,,,,,,,,,
Masvingo,Zaka,Jerera Satellite,975,,,,,,,,,,
Masvingo,Zaka,Jichidza Council,430,,,,,,,,,,
Masvingo,Zaka,Jichidza Mission,426,,,,,,,,,,
Masvingo,Zaka,Machiva,337,,,,,,,,,,
Masvingo,Zaka,Madhloro,0,,,,,,,,,,
Masvingo,Zaka,Mageza,251,,,,,,,,,,
Masvingo,Zaka,Mandhloro,500,,,,,,,,,,
Masvingo,Zaka,Murerekwa,16,,,,,,,,,,
Masvingo,Zaka,Mushaya,260,,,,,,,,,,
Masvingo,Zaka,Musiso,1691,,,,,,,,,,
Masvingo,Zaka,Ndanga,2815,,,,,,,,,,
Masvingo,Zaka,Ndanga CeSHHAR Mobile,0,,,,,,,,,,
Masvingo,Zaka,Nemauku Rural Health Centre,421,,,,,,,,,,
Masvingo,Zaka,Nhema,562,,,,,,,,,,
Masvingo,Zaka,Njiva,233,,,,,,,,,,
Masvingo,Zaka,Nyakunhuwa,575,,,,,,,,,,
Masvingo,Zaka,Siyawareva,814,,,,,,,,,,
Masvingo,Zaka,Svuure Rural Health Centre,529,,,,,,,,,,
Masvingo,Zaka,Veza,336,,,,,,,,,,
Masvingo,Zaka,Zaka EPI Mobile,0,,,,,,,,,,
Masvingo,Zaka,Zibwowa Rural Health Centre,524,,,,,,,,,,
Matabeleland North,Binga,Binga,450,,,,,,,,,,
Matabeleland North,Binga,Chibila,306,,,,,,,,,,
Matabeleland North,Binga,Chinego Rural Health Centre,266,,,,,,,,,,
Matabeleland North,Binga,Chipale,294,,,,,,,,,,
Matabeleland North,Binga,Chisizya,205,,,,,,,,,,
Matabeleland North,Binga,Chunga Rural Health Centre,103,,,,,,,,,,
Matabeleland North,Binga,Kariyangwe,489,,,,,,,,,,
Matabeleland North,Binga,Lubimbi Rural Health Centre,373,,,,,,,,,,
Matabeleland North,Binga,Lusulu Rural Health Centre,741,,,,,,,,,,
Matabeleland North,Binga,Malaliya,73,,,,,,,,,,
Matabeleland North,Binga,Muchesu Rural Health Centre,165,,,,,,,,,,
Matabeleland North,Binga,Pashu,198,,,,,,,,,,
Matabeleland North,Binga,Siabuwa Rural,664,,,,,,,,,,
Matabeleland North,Binga,Siabuzuba Rural Health Centre,366,,,,,,,,,,
Matabeleland North,Binga,Siadindi Rural Health Centre,421,,,,,,,,,,
Matabeleland North,Binga,Siansundu Rural Health Centre,653,,,,,,,,,,
Matabeleland North,Binga,Sikajaya Andrew Muntanga,5,,,,,,,,,,
Matabeleland North,Binga,Simatelele Rural Health Centre,231,,,,,,,,,,
Matabeleland North,Binga,Sinakoma,222,,,,,,,,,,
Matabeleland North,Binga,Sinamunsanga,70,,,,,,,,,,
Matabeleland North,Binga,Sinansengwe,125,,,,,,,,,,
Matabeleland North,Binga,Tinde,421,,,,,,,,,,
Matabeleland North,Binga,ZPS Binga Prison,3,,,,,,,,,,
Matabeleland North,Binga,ZRP Binga,0,,,,,,,,,,
Matabeleland North,Bubi,Balanda,356,,,,,,,,,,
Matabeleland North,Bubi,Bona,288,,,,,,,,,,
Matabeleland North,Bubi,Famona,310,,,,,,,,,,
Matabeleland North,Bubi,Inyathi,2774,,,,,,,,,,
Matabeleland North,Bubi,Isabella Mine,0,,,,,,,,,,
Matabeleland North,Bubi,Kenilworth,469,,,,,,,,,,
Matabeleland North,Bubi,Lukala Rural Health Centre,397,,,,,,,,,,
Matabeleland North,Bubi,Majiji,684,,,,,,,,,,
Matabeleland North,Bubi,Mdutshane Rural Health Centre,460,,,,,,,,,,
Matabeleland North,Bubi,Membeswana Rural Health Centre,419,,,,,,,,,,
Matabeleland North,Bubi,Raafs Rural Health Centre,385,,,,,,,,,,
Matabeleland North,Bubi,Shekinah Nurse's Polyclinic,0,,,,,,,,,,
Matabeleland North,Bubi,Siganda,747,,,,,,,,,,
Matabeleland North,Bubi,Turk Mine,136,,,,,,,,,,
Matabeleland North,Hwange,CBDS ZNFPC,0,,,,,,,,,,
Matabeleland North,Hwange,CESHHAR,0,,,,,,,,,,
Matabeleland North,Hwange,Chinotimba,963,,,,,,,,,,
Matabeleland North,Hwange,Chisuma RHC,362,,,,,,,,,,
Matabeleland North,Hwange,Dete NRZ,0,,,,,,,,,,
Matabeleland North,Hwange,Dete RHC,539,,,,,,,,,,
Matabeleland North,Hwange,Dinde RHC,339,,,,,,,,,,
Matabeleland North,Hwange,EMPUMALANGA CeSHHAR Mobile Sister's,0,,,,,,,,,,
Matabeleland North,Hwange,Elephant Hills,0,,,,,,,,,,
Matabeleland North,Hwange,Empumalanga,349,,,,,,,,,,
Matabeleland North,Hwange,Falls Medical Center,0,,,,,,,,,,
Matabeleland North,Hwange,Five Miles Rural,719,,,,,,,,,,
Matabeleland North,Hwange,Greenlight Medical Centre,0,,,,,,,,,,
Matabeleland North,Hwange,Greenwood Surgery,0,,,,,,,,,,
Matabeleland North,Hwange,Hwange Colliery,0,,,,,,,,,,
Matabeleland North,Hwange,Hwange Medical Centre,0,,,,,,,,,,
Matabeleland North,Hwange,Hwange NRZ Surgery,86,,,,,,,,,,
Matabeleland North,Hwange,Jambezi RHC,381,,,,,,,,,,
Matabeleland North,Hwange,Kamativi RHC,371,,,,,,,,,,
Matabeleland North,Hwange,Kanywambizi RHC,181,,,,,,,,,,
Matabeleland North,Hwange,Leona RHC,63,,,,,,,,,,
Matabeleland North,Hwange,Lesedi RHC,0,,,,,,,,,,
Matabeleland North,Hwange,Lukosi Rural,65,,,,,,,,,,
Matabeleland North,Hwange,Lukunguni,760,,,,,,,,,,
Matabeleland North,Hwange,Lupote,575,,,,,,,,,,
Matabeleland North,Hwange,Mabale,310,,,,,,,,,,
Matabeleland North,Hwange,Main Camp,43,,,,,,,,,,
Matabeleland North,Hwange,Milonga Rural Health Center,227,,,,,,,,,,
Matabeleland North,Hwange,Mkhosana,0,,,,,,,,,,
Matabeleland North,Hwange,Mwakandara Rural Health Centre,504,,,,,,,,,,
Matabeleland North,Hwange,Mwemba Rural Health Centre,221,,,,,,,,,,
Matabeleland North,Hwange,NO 1 NORTH,0,,,,,,,,,,
Matabeleland North,Hwange,NO 2,242,,,,,,,,,,
Matabeleland North,Hwange,NO 2 DR STATION,0,,,,,,,,,,
Matabeleland North,Hwange,NO 3,153,,,,,,,,,,
Matabeleland North,Hwange,NO 5,17,,,,,,,,,,
Matabeleland North,Hwange,NO. 1 CLINIC CINDRELLA CeSHHAR Mobile Sister's,0,,,,,,,,,,
Matabeleland North,Hwange,NO. 2 CLINIC CeSHHAR Mobile Sister's,0,,,,,,,,,,
Matabeleland North,Hwange,NO.3 CLINIC CeSHHAR Mobile Sister's,0,,,,,,,,,,
Matabeleland North,Hwange,NRZ CLINIC CeSHHAR Mobile Sister's,0,,,,,,,,,,
Matabeleland North,Hwange,NRZ Inguminja,0,,,,,,,,,,
Matabeleland North,Hwange,Ndlovu,517,,,,,,,,,,
Matabeleland North,Hwange,No 1,200,,,,,,,,,,
Matabeleland North,Hwange,Open Cast DR STATION,0,,,,,,,,,,
Matabeleland North,Hwange,Park Health Medical Center,0,,,,,,,,,,
Matabeleland North,Hwange,ParksMed Medical Centre,0,,,,,,,,,,
Matabeleland North,Hwange,Safari Lodge,0,,,,,,,,,,
Matabeleland North,Hwange,Sidinda Rural Health Center,68,,,,,,,,,,
Matabeleland North,Hwange,Simangane,295,,,,,,,,,,
Matabeleland North,Hwange,Sinamatela Camp,12,,,,,,,,,,
Matabeleland North,Hwange,Songwa RHC,300,,,,,,,,,,
Matabeleland North,Hwange,St Patricks,1570,,,,,,,,,,
Matabeleland North,Hwange,The Health Bridge,0,,,,,,,,,,
Matabeleland North,Hwange,Victoria Falls,3597,,,,,,,,,,
Matabeleland North,Hwange,Victoriafalls CeSHHAR Sister's,0,,,,,,,,,,
Matabeleland North,Hwange,Wellness,221,,,,,,,,,,
Matabeleland North,Hwange,ZESA Ingagula,76,,,,,,,,,,
Matabeleland North,Hwange,ZPS Hwange Prison,0,,,,,,,,,,
Matabeleland North,Hwange,ZPS Victoria Falls Prison,0,,,,,,,,,,
Matabeleland North,Hwange,ZRP Hwange,31,,,,,,,,,,
Matabeleland North,Hwange,ZRP Victoria Falls,15,,,,,,,,,,
Matabeleland North,Hwange,Zesa Chibondo,84,,,,,,,,,,
Matabeleland North,Hwange,Zesa Dressing Station,0,,,,,,,,,,
Matabeleland North,Lupane,Dandanda Rural Health Centre,745,,,,,,,,,,
Matabeleland North,Lupane,Dongamuzi Rural Health Centre,362,,,,,,,,,,
Matabeleland North,Lupane,Fatima Mission,311,,,,,,,,,,
Matabeleland North,Lupane,Gomoza Rural Health Centre,807,,,,,,,,,,
Matabeleland North,Lupane,Gwaai Rural Health Centre,223,,,,,,,,,,
Matabeleland North,Lupane,Jotsholo,1443,,,,,,,,,,
Matabeleland North,Lupane,Kanyandavu Rural Health Centre,413,,,,,,,,,,
Matabeleland North,Lupane,Lake-Alice,764,,,,,,,,,,
Matabeleland North,Lupane,Lupaka,1112,,,,,,,,,,
Matabeleland North,Lupane,Lupane CeSHHAR Mobile Sister's,0,,,,,,,,,,
Matabeleland North,Lupane,Lupane Medical Centre,0,,,,,,,,,,
Matabeleland North,Lupane,Lupane Mobile A,0,,,,,,,,,,
Matabeleland North,Lupane,Lupane RHC,0,,,,,,,,,,
Matabeleland North,Lupane,Lupane Rural Health Centre,1904,,,,,,,,,,
Matabeleland North,Lupane,Lupane State University,0,,,,,,,,,,
Matabeleland North,Lupane,Lupane ZNFPC,0,,,,,,,,,,
Matabeleland North,Lupane,Mdlankuzi,708,,,,,,,,,,
Matabeleland North,Lupane,Pupu,441,,,,,,,,,,
Matabeleland North,Lupane,St Luke's,3055,,,,,,,,,,
Matabeleland North,Lupane,St Paul's,1207,,,,,,,,,,
Matabeleland North,Lupane,Tshongogwe,159,,,,,,,,,,
Matabeleland North,Lupane,ZPS Lupane Prison,0,,,,,,,,,,
Matabeleland North,Nkayi,Dakamela Rural,875,,,,,,,,,,
Matabeleland North,Nkayi,Fanisoni,312,,,,,,,,,,
Matabeleland North,Nkayi,Guwe,714,,,,,,,,,,
Matabeleland North,Nkayi,Gwelutshena,1119,,,,,,,,,,
Matabeleland North,Nkayi,Lutsha,462,,,,,,,,,,
Matabeleland North,Nkayi,Mateme Rural Health Centre,556,,,,,,,,,,
Matabeleland North,Nkayi,Mbuma,621,,,,,,,,,,
Matabeleland North,Nkayi,Mbuma Mobile,0,,,,,,,,,,
Matabeleland North,Nkayi,Nesigwe,693,,,,,,,,,,
Matabeleland North,Nkayi,Ngwaladi Rural Health Centre,313,,,,,,,,,,
Matabeleland North,Nkayi,Nkayi,1530,,,,,,,,,,
Matabeleland North,Nkayi,Nkayi Mobile,0,,,,,,,,,,
Matabeleland North,Nkayi,Sebhumane,489,,,,,,,,,,
Matabeleland North,Nkayi,Sesemba,595,,,,,,,,,,
Matabeleland North,Nkayi,Sikhobokhobo,461,,,,,,,,,,
Matabeleland North,Nkayi,Simbo RH,279,,,,,,,,,,
Matabeleland North,Nkayi,Sivalo Rural Health Centre,453,,,,,,,,,,
Matabeleland North,Nkayi,Vova,393,,,,,,,,,,
Matabeleland North,Nkayi,ZPS Nkayi Prison,12,,,,,,,,,,
Matabeleland North,Nkayi,Zenka Rural Health Centre,926,,,,,,,,,,
Matabeleland North,Nkayi,Zinyangeni,610,,,,,,,,,,
Matabeleland North,Tsholotsho,Bemba,219,,,,,,,,,,
Matabeleland North,Tsholotsho,Bubude,1028,,,,,,,,,,
Matabeleland North,Tsholotsho,Dlamini,542,,,,,,,,,,
Matabeleland North,Tsholotsho,Jimila,1089,,,,,,,,,,
Matabeleland North,Tsholotsho,Jowa,302,,,,,,,,,,
Matabeleland North,Tsholotsho,Kapane,314,,,,,,,,,,
Matabeleland North,Tsholotsho,Madlangombe,975,,,,,,,,,,
Matabeleland North,Tsholotsho,Makhaza Rural Health Centre,1157,,,,,,,,,,
Matabeleland North,Tsholotsho,Mlagisa Rural Health Centre,445,,,,,,,,,,
Matabeleland North,Tsholotsho,Mpanedziba,527,,,,,,,,,,
Matabeleland North,Tsholotsho,Mpilo,0,,,,,,,,,,
Matabeleland North,Tsholotsho,Mtshayeli Rural Health Centre,381,,,,,,,,,,
Matabeleland North,Tsholotsho,Ngamo,201,,,,,,,,,,
Matabeleland North,Tsholotsho,Nkunzi,1076,,,,,,,,,,
Matabeleland North,Tsholotsho,Phumula,818,,,,,,,,,,
Matabeleland North,Tsholotsho,Samahuru Mission Clinc,278,,,,,,,,,,
Matabeleland North,Tsholotsho,Shaba Clinc,462,,,,,,,,,,
Matabeleland North,Tsholotsho,Sikente,1116,,,,,,,,,,
Matabeleland North,Tsholotsho,Siphepha Rural,1205,,,,,,,,,,
Matabeleland North,Tsholotsho,Sodaka Rural Health Centre,197,,,,,,,,,,
Matabeleland North,Tsholotsho,Tshefunye,473,,,,,,,,,,
Matabeleland North,Tsholotsho,Tshitatshawa,279,,,,,,,,,,
Matabeleland North,Tsholotsho,Tsholotsho,4119,,,,,,,,,,
Matabeleland North,Tsholotsho,Tsholotsho Urban,1435,,,,,,,,,,
Matabeleland North,Tsholotsho,ZPS Tsholotsho Prison,19,,,,,,,,,,
Matabeleland North,Umguza,1 Referral,0,,,,,,,,,,
Matabeleland North,Umguza,Bhekeni,250,,,,,,,,,,
Matabeleland North,Umguza,Bhumane,152,,,,,,,,,,
Matabeleland North,Umguza,Fingo,449,,,,,,,,,,
Matabeleland North,Umguza,Igusi Rural Health Centre,560,,,,,,,,,,
Matabeleland North,Umguza,Lozikeyi,147,,,,,,,,,,
Matabeleland North,Umguza,Maboleni,156,,,,,,,,,,
Matabeleland North,Umguza,Mbembesi Rural health Centre,1076,,,,,,,,,,
Matabeleland North,Umguza,Ntabazinduna,792,,,,,,,,,,
Matabeleland North,Umguza,Nyamandlovu,1111,,,,,,,,,,
Matabeleland North,Umguza,Nyamandlovu Mobile,0,,,,,,,,,,
Matabeleland North,Umguza,Pvt Unicem,0,,,,,,,,,,
Matabeleland North,Umguza,Redwood,651,,,,,,,,,,
Matabeleland North,Umguza,St James Mission,224,,,,,,,,,,
Matabeleland North,Umguza,TG Silundika,149,,,,,,,,,,
Matabeleland North,Umguza,Umguza Council,623,,,,,,,,,,
Matabeleland North,Umguza,Umuntu,159,,,,,,,,,,
Matabeleland North,Umguza,ZNA Imbizo Camp,473,,,,,,,,,,
Matabeleland North,Umguza,ZNA Induna,304,,,,,,,,,,
Matabeleland North,Umguza,ZPS Anju Rural Health Centre,254,,,,,,,,,,
Matabeleland North,Umguza,ZPS Khami Max Prison,433,,,,,,,,,,
Matabeleland North,Umguza,ZPS Khami Medium Prison,88,,,,,,,,,,
Matabeleland North,Umguza,ZPS Khami Prison Staff,357,,,,,,,,,,
Matabeleland North,Umguza,ZPS Khami Remand Prison,189,,,,,,,,,,
Matabeleland North,Umguza,ZPS Mlondolozi Prison,84,,,,,,,,,,
Matabeleland North,Umguza,ZPS Ntabazinduna Prison,281,,,,,,,,,,
Matabeleland North,Umguza,ZRP Fairbridge Rural Health Centre,408,,,,,,,,,,
Matabeleland North,Umguza,ZRP Ntabazinduna Rural Health Centre,36,,,,,,,,,,
Matabeleland South,Beitbridge,Beitbridge,7524,,,,,,,,,,
Matabeleland South,Beitbridge,Beitbridge CeSHHAR Sister's,38,,,,,,,,,,
Matabeleland South,Beitbridge,Beitbridge NRZ,0,,,,,,,,,,
Matabeleland South,Beitbridge,Beitbridge ZRP,20,,,,,,,,,,
Matabeleland South,Beitbridge,Chamnangana,649,,,,,,,,,,
Matabeleland South,Beitbridge,Chaswingo,517,,,,,,,,,,
Matabeleland South,Beitbridge,Chikwalakwala Rural Health Centre,107,,,,,,,,,,
Matabeleland South,Beitbridge,Chitulipasi Rural Health Centre,338,,,,,,,,,,
Matabeleland South,Beitbridge,Dite Rural Health Centre,274,,,,,,,,,,
Matabeleland South,Beitbridge,Dulibadzimu,1722,,,,,,,,,,
Matabeleland South,Beitbridge,Dulibadzimu Satelite,627,,,,,,,,,,
Matabeleland South,Beitbridge,Majini Rural Health Centre,1013,,,,,,,,,,
Matabeleland South,Beitbridge,Makakabule,592,,,,,,,,,,
Matabeleland South,Beitbridge,Makombe,203,,,,,,,,,,
Matabeleland South,Beitbridge,Malabe Health post,26,,,,,,,,,,
Matabeleland South,Beitbridge,Masera,333,,,,,,,,,,
Matabeleland South,Beitbridge,Mazunga,20,,,,,,,,,,
Matabeleland South,Beitbridge,Mtetengwe,853,,,,,,,,,,
Matabeleland South,Beitbridge,Nottingham Rural Health Centre,145,,,,,,,,,,
Matabeleland South,Beitbridge,Shabwe Rural Health Centre,1019,,,,,,,,,,
Matabeleland South,Beitbridge,Shashe,489,,,,,,,,,,
Matabeleland South,Beitbridge,Swereki,400,,,,,,,,,,
Matabeleland South,Beitbridge,Tongwe,489,,,,,,,,,,
Matabeleland South,Beitbridge,Tshabili,138,,,,,,,,,,
Matabeleland South,Beitbridge,Wellness,0,,,,,,,,,,
Matabeleland South,Beitbridge,Wellness Centre,457,,,,,,,,,,
Matabeleland South,Beitbridge,ZPS Beitbridge Prison,84,,,,,,,,,,
Matabeleland South,Beitbridge,Zezani,1202,,,,,,,,,,
Matabeleland South,Bulilima,Bezu,473,,,,,,,,,,
Matabeleland South,Bulilima,Dombodema,453,,,,,,,,,,
Matabeleland South,Bulilima,Gambu,268,,,,,,,,,,
Matabeleland South,Bulilima,Hingwe Rural Health Centre,1301,,,,,,,,,,
Matabeleland South,Bulilima,Huwana,741,,,,,,,,,,
Matabeleland South,Bulilima,Lady Barring Rural,765,,,,,,,,,,
Matabeleland South,Bulilima,Lady Stanley Rural,919,,,,,,,,,,
Matabeleland South,Bulilima,Madlambudzi,936,,,,,,,,,,
Matabeleland South,Bulilima,Makhulela Rural Health Centre,578,,,,,,,,,,
Matabeleland South,Bulilima,Malalume,328,,,,,,,,,,
Matabeleland South,Bulilima,Masendu,597,,,,,,,,,,
Matabeleland South,Bulilima,Matjinge Rural Health Centre,511,,,,,,,,,,
Matabeleland South,Bulilima,Mbimba,481,,,,,,,,,,
Matabeleland South,Bulilima,Ndiweni,785,,,,,,,,,,
Matabeleland South,Bulilima,Nswazwi Rural Health Centre,401,,,,,,,,,,
Matabeleland South,Bulilima,Sikhathini,811,,,,,,,,,,
Matabeleland South,Bulilima,Solusi Mission,626,,,,,,,,,,
Matabeleland South,Bulilima,Temateme,159,,,,,,,,,,
Matabeleland South,Bulilima,Tokwana,410,,,,,,,,,,
Matabeleland South,Bulilima,Village 13 Rural Health Centre,306,,,,,,,,,,
Matabeleland South,Gwanda,Blanket,0,,,,,,,,,,
Matabeleland South,Gwanda,Buvuma,914,,,,,,,,,,
Matabeleland South,Gwanda,Colleen-bawn,61,,,,,,,,,,
Matabeleland South,Gwanda,Freda Mine,0,,,,,,,,,,
Matabeleland South,Gwanda,Garanyemba,821,,,,,,,,,,
Matabeleland South,Gwanda,Gungwe RHC,625,,,,,,,,,,
Matabeleland South,Gwanda,Gwanda,3687,,,,,,,,,,
Matabeleland South,Gwanda,Gwanda CeSHHAR Sister's,0,,,,,,,,,,
Matabeleland South,Gwanda,Gwanda ZNFPC,44,,,,,,,,,,
Matabeleland South,Gwanda,Gwanda ZRP,17,,,,,,,,,,
Matabeleland South,Gwanda,JM Polytech,0,,,,,,,,,,
Matabeleland South,Gwanda,Jessie,0,,,,,,,,,,
Matabeleland South,Gwanda,Jona Nana,0,,,,,,,,,,
Matabeleland South,Gwanda,Kafusi,872,,,,,,,,,,
Matabeleland South,Gwanda,Lushongwe,663,,,,,,,,,,
Matabeleland South,Gwanda,Makwe RHC,692,,,,,,,,,,
Matabeleland South,Gwanda,Manama,1001,,,,,,,,,,
Matabeleland South,Gwanda,Mandihongola RHC,91,,,,,,,,,,
Matabeleland South,Gwanda,Mapate,347,,,,,,,,,,
Matabeleland South,Gwanda,Mashaba,546,,,,,,,,,,
Matabeleland South,Gwanda,Mtshabezi,786,,,,,,,,,,
Matabeleland South,Gwanda,Mzimuni,470,,,,,,,,,,
Matabeleland South,Gwanda,Nhwali RHC,961,,,,,,,,,,
Matabeleland South,Gwanda,Ntalale,582,,,,,,,,,,
Matabeleland South,Gwanda,Phakama,2814,,,,,,,,,,
Matabeleland South,Gwanda,Selonga,946,,,,,,,,,,
Matabeleland South,Gwanda,Sengezane,1093,,,,,,,,,,
Matabeleland South,Gwanda,Silikwe,603,,,,,,,,,,
Matabeleland South,Gwanda,Simbumbumbu RHC,411,,,,,,,,,,
Matabeleland South,Gwanda,Sitezi,331,,,,,,,,,,
Matabeleland South,Gwanda,Stanmore RHC,791,,,,,,,,,,
Matabeleland South,Gwanda,Vumbachikwe,0,,,,,,,,,,
Matabeleland South,Gwanda,West Nicholson,617,,,,,,,,,,
Matabeleland South,Gwanda,ZPS Gwanda Prison,3,,,,,,,,,,
Matabeleland South,Insiza,Amazon,473,,,,,,,,,,
Matabeleland South,Insiza,Avoca Rural,15,,,,,,,,,,
Matabeleland South,Insiza,Filabusi,2978,,,,,,,,,,
Matabeleland South,Insiza,GSU,117,,,,,,,,,,
Matabeleland South,Insiza,Gwatemba Rural Health Centre,432,,,,,,,,,,
Matabeleland South,Insiza,Insiza Rural Health Centre,830,,,,,,,,,,
Matabeleland South,Insiza,Kombo Health Post,738,,,,,,,,,,
Matabeleland South,Insiza,Mabuze Rural Health Centre,445,,,,,,,,,,
Matabeleland South,Insiza,Mbondo,324,,,,,,,,,,
Matabeleland South,Insiza,Montrose,160,,,,,,,,,,
Matabeleland South,Insiza,Nkankezi Rural Health Centre,1200,,,,,,,,,,
Matabeleland South,Insiza,Nyamime Rural Health Centre,326,,,,,,,,,,
Matabeleland South,Insiza,Sanale Rural Health Centre,406,,,,,,,,,,
Matabeleland South,Insiza,Saphila RDC,347,,,,,,,,,,
Matabeleland South,Insiza,Shangani,219,,,,,,,,,,
Matabeleland South,Insiza,Shangani Rural,1619,,,,,,,,,,
Matabeleland South,Insiza,Singwambizi,269,,,,,,,,,,
Matabeleland South,Insiza,Singwango,953,,,,,,,,,,
Matabeleland South,Insiza,Wanezi,598,,,,,,,,,,
Matabeleland South,Insiza,Zhulube,1153,,,,,,,,,,
Matabeleland South,Mangwe,Bango Rural Health Centre,601,,,,,,,,,,
Matabeleland South,Mangwe,Dingumuzi,677,,,,,,,,,,
Matabeleland South,Mangwe,Embakwe Mission,450,,,,,,,,,,
Matabeleland South,Mangwe,Empandeni Mission,1039,,,,,,,,,,
Matabeleland South,Mangwe,Ingwizi Rural Health Centre,1311,,,,,,,,,,
Matabeleland South,Mangwe,Izimnyama,357,,,,,,,,,,
Matabeleland South,Mangwe,Macingwana,158,,,,,,,,,,
Matabeleland South,Mangwe,Madabe,948,,,,,,,,,,
Matabeleland South,Mangwe,Mambale,565,,,,,,,,,,
Matabeleland South,Mangwe,Maninji,657,,,,,,,,,,
Matabeleland South,Mangwe,Marula,451,,,,,,,,,,
Matabeleland South,Mangwe,Mayobodo Rural Health Centre,762,,,,,,,,,,
Matabeleland South,Mangwe,Plumtree,3619,,,,,,,,,,
Matabeleland South,Mangwe,Plumtree Border Post,107,,,,,,,,,,
Matabeleland South,Mangwe,Plumtree CeSHHAR Sister's,0,,,,,,,,,,
Matabeleland South,Mangwe,Sanzukwi,691,,,,,,,,,,
Matabeleland South,Mangwe,St Annes Mission Hospital (Brunapeg),943,,,,,,,,,,
Matabeleland South,Mangwe,Tshitshi,940,,,,,,,,,,
Matabeleland South,Mangwe,ZPS Plumtree Prison,0,,,,,,,,,,
Matabeleland South,Mangwe,ZRP Plumtree,0,,,,,,,,,,
Matabeleland South,Matobo,Bazha Mission,415,,,,,,,,,,
Matabeleland South,Matobo,Beula-seula Rural Health Centre,395,,,,,,,,,,
Matabeleland South,Matobo,Cyrene Mission,203,,,,,,,,,,
Matabeleland South,Matobo,Ekukhanyeni,236,,,,,,,,,,
Matabeleland South,Matobo,Fumugwe,268,,,,,,,,,,
Matabeleland South,Matobo,Gulati Rural Health Center,359,,,,,,,,,,
